date,regime_id,regime_name,regime_probability,model_version
2024-11-12 05:00:00+00:00,1,EUPHORIA,0.9999999691230858,hmm-20260420-192346
2024-11-13 05:00:00+00:00,0,NEUTRAL,0.9998493719881499,hmm-20260420-192346
2024-11-14 05:00:00+00:00,1,EUPHORIA,0.9999327959386429,hmm-20260420-192346
2024-11-15 05:00:00+00:00,3,CRASH,0.9998644697101219,hmm-20260420-192346
2024-11-18 05:00:00+00:00,3,CRASH,0.999989818479408,hmm-20260420-192346
2024-11-19 05:00:00+00:00,3,CRASH,0.9999891482427831,hmm-20260420-192346
2024-11-20 05:00:00+00:00,3,CRASH,0.9999882792662234,hmm-20260420-192346
2024-11-21 05:00:00+00:00,3,CRASH,0.9998585750327988,hmm-20260420-192346
2024-11-22 05:00:00+00:00,3,CRASH,0.9998959823979111,hmm-20260420-192346
2024-11-25 05:00:00+00:00,3,CRASH,0.9972562527226666,hmm-20260420-192346
2024-11-26 05:00:00+00:00,1,EUPHORIA,0.9999314724835516,hmm-20260420-192346
2024-11-27 05:00:00+00:00,1,EUPHORIA,0.9999999898370088,hmm-20260420-192346
2024-11-29 05:00:00+00:00,1,EUPHORIA,1.0,hmm-20260420-192346
2024-12-02 05:00:00+00:00,1,EUPHORIA,1.0,hmm-20260420-192346
2024-12-03 05:00:00+00:00,1,EUPHORIA,1.0,hmm-20260420-192346
2024-12-04 05:00:00+00:00,1,EUPHORIA,1.0,hmm-20260420-192346
2024-12-05 05:00:00+00:00,4,BEAR,0.9886315689739563,hmm-20260420-192346
2024-12-06 05:00:00+00:00,4,BEAR,0.9999998025442983,hmm-20260420-192346
2024-12-09 05:00:00+00:00,4,BEAR,0.9999999999999987,hmm-20260420-192346
2024-12-10 05:00:00+00:00,4,BEAR,1.0,hmm-20260420-192346
2024-12-11 05:00:00+00:00,4,BEAR,1.0,hmm-20260420-192346
2024-12-12 05:00:00+00:00,4,BEAR,0.9999999999994023,hmm-20260420-192346
2024-12-13 05:00:00+00:00,4,BEAR,0.999999999946823,hmm-20260420-192346
2024-12-16 05:00:00+00:00,1,EUPHORIA,0.9912446689894701,hmm-20260420-192346
2024-12-17 05:00:00+00:00,1,EUPHORIA,0.9962546552339291,hmm-20260420-192346
2024-12-18 05:00:00+00:00,4,BEAR,0.9999999847306855,hmm-20260420-192346
2024-12-19 05:00:00+00:00,4,BEAR,0.9999999999999614,hmm-20260420-192346
2024-12-20 05:00:00+00:00,4,BEAR,1.0,hmm-20260420-192346
2024-12-23 05:00:00+00:00,4,BEAR,0.9999999999958842,hmm-20260420-192346
2024-12-24 05:00:00+00:00,4,BEAR,0.999977444503128,hmm-20260420-192346
2024-12-26 05:00:00+00:00,4,BEAR,0.9999812684901572,hmm-20260420-192346
2024-12-27 05:00:00+00:00,4,BEAR,0.9999998107940764,hmm-20260420-192346
2024-12-30 05:00:00+00:00,4,BEAR,0.9999999999999989,hmm-20260420-192346
2024-12-31 05:00:00+00:00,4,BEAR,1.0,hmm-20260420-192346
2025-01-02 05:00:00+00:00,4,BEAR,1.0,hmm-20260420-192346
2025-01-03 05:00:00+00:00,4,BEAR,0.999748118182913,hmm-20260420-192346
2025-01-06 05:00:00+00:00,4,BEAR,0.676619081376416,hmm-20260420-192346
2025-01-07 05:00:00+00:00,4,BEAR,0.9999999865585423,hmm-20260420-192346
2025-01-08 05:00:00+00:00,4,BEAR,0.9999999999841742,hmm-20260420-192346
2025-01-10 05:00:00+00:00,4,BEAR,1.0,hmm-20260420-192346
2025-01-13 05:00:00+00:00,4,BEAR,1.0,hmm-20260420-192346
2025-01-14 05:00:00+00:00,4,BEAR,1.0,hmm-20260420-192346
2025-01-15 05:00:00+00:00,3,CRASH,0.5529063815187802,hmm-20260420-192346
2025-01-16 05:00:00+00:00,3,CRASH,0.9697071291314727,hmm-20260420-192346
2025-01-17 05:00:00+00:00,1,EUPHORIA,0.9885607748041311,hmm-20260420-192346
2025-01-21 05:00:00+00:00,1,EUPHORIA,1.0,hmm-20260420-192346
2025-01-22 05:00:00+00:00,1,EUPHORIA,1.0,hmm-20260420-192346
2025-01-23 05:00:00+00:00,1,EUPHORIA,1.0,hmm-20260420-192346
2025-01-24 05:00:00+00:00,1,EUPHORIA,1.0,hmm-20260420-192346
2025-01-27 05:00:00+00:00,1,EUPHORIA,0.9999999998916027,hmm-20260420-192346
2025-01-28 05:00:00+00:00,1,EUPHORIA,0.9999999999999309,hmm-20260420-192346
2025-01-29 05:00:00+00:00,4,CRASH,0.9306971818306614,hmm-20260420-192357
2025-01-30 05:00:00+00:00,2,EUPHORIA,0.9999999999936287,hmm-20260420-192357
2025-01-31 05:00:00+00:00,2,EUPHORIA,0.9999999999989195,hmm-20260420-192357
2025-02-03 05:00:00+00:00,2,EUPHORIA,0.9999999999456928,hmm-20260420-192357
2025-02-04 05:00:00+00:00,2,EUPHORIA,0.9999999999997768,hmm-20260420-192357
2025-02-05 05:00:00+00:00,2,EUPHORIA,0.9999999999573683,hmm-20260420-192357
2025-02-06 05:00:00+00:00,2,EUPHORIA,0.9999999592567425,hmm-20260420-192357
2025-02-07 05:00:00+00:00,2,EUPHORIA,0.9999999992676745,hmm-20260420-192357
2025-02-10 05:00:00+00:00,2,EUPHORIA,0.999997733890511,hmm-20260420-192357
2025-02-11 05:00:00+00:00,2,EUPHORIA,0.9997930609633568,hmm-20260420-192357
2025-02-12 05:00:00+00:00,2,EUPHORIA,0.98354055284512,hmm-20260420-192357
2025-02-13 05:00:00+00:00,2,EUPHORIA,0.9756573445197525,hmm-20260420-192357
2025-02-14 05:00:00+00:00,5,STRONG_BEAR,0.9998327182843536,hmm-20260420-192357
2025-02-18 05:00:00+00:00,5,STRONG_BEAR,0.9999999999876092,hmm-20260420-192357
2025-02-19 05:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-02-20 05:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-02-21 05:00:00+00:00,5,STRONG_BEAR,0.9999999999998794,hmm-20260420-192357
2025-02-24 05:00:00+00:00,5,STRONG_BEAR,0.9999999999999925,hmm-20260420-192357
2025-02-25 05:00:00+00:00,5,STRONG_BEAR,0.999956586747875,hmm-20260420-192357
2025-02-26 05:00:00+00:00,5,STRONG_BEAR,0.9941786982908929,hmm-20260420-192357
2025-02-27 05:00:00+00:00,4,CRASH,0.999999936532034,hmm-20260420-192357
2025-02-28 05:00:00+00:00,4,CRASH,0.9999999999999325,hmm-20260420-192357
2025-03-03 05:00:00+00:00,4,CRASH,0.9999999999465325,hmm-20260420-192357
2025-03-04 05:00:00+00:00,4,CRASH,1.0,hmm-20260420-192357
2025-03-05 05:00:00+00:00,4,CRASH,1.0,hmm-20260420-192357
2025-03-06 05:00:00+00:00,4,CRASH,0.9999999999407276,hmm-20260420-192357
2025-03-07 05:00:00+00:00,4,CRASH,1.0,hmm-20260420-192357
2025-03-10 04:00:00+00:00,1,WEAK_BULL,0.99890308113231,hmm-20260420-192357
2025-03-11 04:00:00+00:00,1,WEAK_BULL,1.0,hmm-20260420-192357
2025-03-12 04:00:00+00:00,1,WEAK_BULL,0.9999961010749753,hmm-20260420-192357
2025-03-13 04:00:00+00:00,1,WEAK_BULL,0.9999999999999782,hmm-20260420-192357
2025-03-14 04:00:00+00:00,4,CRASH,1.0,hmm-20260420-192357
2025-03-17 04:00:00+00:00,4,CRASH,1.0,hmm-20260420-192357
2025-03-18 04:00:00+00:00,4,CRASH,1.0,hmm-20260420-192357
2025-03-19 04:00:00+00:00,4,CRASH,1.0,hmm-20260420-192357
2025-03-20 04:00:00+00:00,4,CRASH,1.0,hmm-20260420-192357
2025-03-21 04:00:00+00:00,4,CRASH,1.0,hmm-20260420-192357
2025-03-24 04:00:00+00:00,4,CRASH,1.0,hmm-20260420-192357
2025-03-25 04:00:00+00:00,4,CRASH,1.0,hmm-20260420-192357
2025-03-26 04:00:00+00:00,4,CRASH,1.0,hmm-20260420-192357
2025-03-27 04:00:00+00:00,4,CRASH,1.0,hmm-20260420-192357
2025-03-28 04:00:00+00:00,4,CRASH,1.0,hmm-20260420-192357
2025-03-31 04:00:00+00:00,4,CRASH,1.0,hmm-20260420-192357
2025-04-01 04:00:00+00:00,4,CRASH,1.0,hmm-20260420-192357
2025-04-02 04:00:00+00:00,4,CRASH,1.0,hmm-20260420-192357
2025-04-03 04:00:00+00:00,4,CRASH,1.0,hmm-20260420-192357
2025-04-04 04:00:00+00:00,1,WEAK_BULL,1.0,hmm-20260420-192357
2025-04-07 04:00:00+00:00,1,WEAK_BULL,1.0,hmm-20260420-192357
2025-04-08 04:00:00+00:00,1,WEAK_BULL,1.0,hmm-20260420-192357
2025-04-09 04:00:00+00:00,1,WEAK_BULL,0.9999999999999862,hmm-20260420-192357
2025-04-10 04:00:00+00:00,2,EUPHORIA,1.0,hmm-20260420-192357
2025-04-11 04:00:00+00:00,2,EUPHORIA,1.0,hmm-20260420-192357
2025-04-14 04:00:00+00:00,2,EUPHORIA,0.9999999999999787,hmm-20260420-192357
2025-04-15 04:00:00+00:00,1,WEAK_BULL,0.9771279106647918,hmm-20260420-192357
2025-04-16 04:00:00+00:00,4,CRASH,0.9978086749727645,hmm-20260420-192357
2025-04-17 04:00:00+00:00,4,CRASH,0.9999442309524377,hmm-20260420-192357
2025-04-21 04:00:00+00:00,1,WEAK_BULL,1.0,hmm-20260420-192357
2025-04-22 04:00:00+00:00,4,CRASH,1.0,hmm-20260420-192357
2025-04-23 04:00:00+00:00,4,CRASH,1.0,hmm-20260420-192357
2025-04-24 04:00:00+00:00,4,CRASH,1.0,hmm-20260420-192357
2025-04-25 04:00:00+00:00,4,CRASH,0.9999999999998137,hmm-20260420-192357
2025-04-28 04:00:00+00:00,2,EUPHORIA,0.9851951112855138,hmm-20260420-192357
2025-04-29 04:00:00+00:00,2,EUPHORIA,0.9999999899356383,hmm-20260420-192357
2025-04-30 04:00:00+00:00,2,EUPHORIA,0.9999998981236312,hmm-20260420-192357
2025-05-01 04:00:00+00:00,2,EUPHORIA,0.999999999999996,hmm-20260420-192357
2025-05-02 04:00:00+00:00,2,EUPHORIA,1.0,hmm-20260420-192357
2025-05-05 04:00:00+00:00,2,EUPHORIA,1.0,hmm-20260420-192357
2025-05-06 04:00:00+00:00,2,EUPHORIA,1.0,hmm-20260420-192357
2025-05-07 04:00:00+00:00,2,EUPHORIA,1.0,hmm-20260420-192357
2025-05-08 04:00:00+00:00,2,EUPHORIA,0.9999999999982752,hmm-20260420-192357
2025-05-09 04:00:00+00:00,2,EUPHORIA,1.0,hmm-20260420-192357
2025-05-12 04:00:00+00:00,2,EUPHORIA,1.0,hmm-20260420-192357
2025-05-13 04:00:00+00:00,2,EUPHORIA,1.0,hmm-20260420-192357
2025-05-14 04:00:00+00:00,2,EUPHORIA,1.0,hmm-20260420-192357
2025-05-15 04:00:00+00:00,2,EUPHORIA,1.0,hmm-20260420-192357
2025-05-16 04:00:00+00:00,2,EUPHORIA,1.0,hmm-20260420-192357
2025-05-19 04:00:00+00:00,2,EUPHORIA,1.0,hmm-20260420-192357
2025-05-20 04:00:00+00:00,2,EUPHORIA,1.0,hmm-20260420-192357
2025-05-21 04:00:00+00:00,2,EUPHORIA,1.0,hmm-20260420-192357
2025-05-22 04:00:00+00:00,5,STRONG_BEAR,0.9409323448667823,hmm-20260420-192357
2025-05-23 04:00:00+00:00,5,STRONG_BEAR,0.999999999999986,hmm-20260420-192357
2025-05-27 04:00:00+00:00,5,STRONG_BEAR,0.9999999999999305,hmm-20260420-192357
2025-05-28 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-05-29 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-05-30 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-06-02 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-06-03 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-06-04 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-06-05 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-06-06 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-06-09 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-06-10 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-06-11 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-06-12 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-06-13 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-06-16 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-06-17 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-06-18 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-06-20 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-06-23 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-06-24 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-06-25 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-06-26 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-06-27 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-06-30 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-07-01 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-07-02 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-07-03 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-07-07 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-07-08 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-07-09 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-07-10 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-07-11 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-07-14 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-07-15 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-07-16 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-07-17 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-07-18 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-07-21 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-07-22 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-07-23 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-07-24 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-07-25 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-07-28 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-07-29 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-07-30 04:00:00+00:00,5,STRONG_BEAR,1.0,hmm-20260420-192357
2025-07-31 04:00:00+00:00,1,STRONG_BULL,0.9999999971489679,hmm-20260420-192406
2025-08-01 04:00:00+00:00,3,STRONG_BEAR,0.999986399213154,hmm-20260420-192406
2025-08-04 04:00:00+00:00,3,STRONG_BEAR,0.9999548911540939,hmm-20260420-192406
2025-08-05 04:00:00+00:00,3,STRONG_BEAR,0.999912818761604,hmm-20260420-192406
2025-08-06 04:00:00+00:00,3,STRONG_BEAR,0.9999933160733858,hmm-20260420-192406
2025-08-07 04:00:00+00:00,3,STRONG_BEAR,0.9999852343563517,hmm-20260420-192406
2025-08-08 04:00:00+00:00,3,STRONG_BEAR,0.9993379610392834,hmm-20260420-192406
2025-08-11 04:00:00+00:00,3,STRONG_BEAR,0.9923480187562327,hmm-20260420-192406
2025-08-12 04:00:00+00:00,1,STRONG_BULL,0.9667517122918698,hmm-20260420-192406
2025-08-13 04:00:00+00:00,1,STRONG_BULL,0.9999977658411808,hmm-20260420-192406
2025-08-14 04:00:00+00:00,1,STRONG_BULL,0.9999992125000996,hmm-20260420-192406
2025-08-15 04:00:00+00:00,1,STRONG_BULL,0.9998848521225709,hmm-20260420-192406
2025-08-18 04:00:00+00:00,1,STRONG_BULL,0.9999977634491188,hmm-20260420-192406
2025-08-19 04:00:00+00:00,1,STRONG_BULL,0.9998643354192528,hmm-20260420-192406
2025-08-20 04:00:00+00:00,1,STRONG_BULL,0.9999939343878195,hmm-20260420-192406
2025-08-21 04:00:00+00:00,1,STRONG_BULL,0.9999231444359135,hmm-20260420-192406
2025-08-22 04:00:00+00:00,1,STRONG_BULL,0.9997028239404498,hmm-20260420-192406
2025-08-25 04:00:00+00:00,1,STRONG_BULL,0.8799768032504105,hmm-20260420-192406
2025-08-26 04:00:00+00:00,1,STRONG_BULL,0.8470091925529043,hmm-20260420-192406
2025-08-27 04:00:00+00:00,1,STRONG_BULL,0.464060464700998,hmm-20260420-192406
2025-08-28 04:00:00+00:00,3,STRONG_BEAR,0.8031055585691934,hmm-20260420-192406
2025-08-29 04:00:00+00:00,3,STRONG_BEAR,0.6834649216632147,hmm-20260420-192406
2025-09-02 04:00:00+00:00,3,STRONG_BEAR,0.8654454926149573,hmm-20260420-192406
2025-09-03 04:00:00+00:00,3,STRONG_BEAR,0.9974914642518875,hmm-20260420-192406
2025-09-04 04:00:00+00:00,3,STRONG_BEAR,0.998884201467054,hmm-20260420-192406
2025-09-05 04:00:00+00:00,3,STRONG_BEAR,0.9998091608992419,hmm-20260420-192406
2025-09-08 04:00:00+00:00,3,STRONG_BEAR,0.999954035362485,hmm-20260420-192406
2025-09-09 04:00:00+00:00,3,STRONG_BEAR,0.9972024115251157,hmm-20260420-192406
2025-09-10 04:00:00+00:00,3,STRONG_BEAR,0.9996843630888929,hmm-20260420-192406
2025-09-11 04:00:00+00:00,3,STRONG_BEAR,0.9999770572704345,hmm-20260420-192406
2025-09-12 04:00:00+00:00,3,STRONG_BEAR,0.9996795411286725,hmm-20260420-192406
2025-09-15 04:00:00+00:00,3,STRONG_BEAR,0.992717279739203,hmm-20260420-192406
2025-09-16 04:00:00+00:00,3,STRONG_BEAR,0.9763018974838491,hmm-20260420-192406
2025-09-17 04:00:00+00:00,3,STRONG_BEAR,0.9570414590474922,hmm-20260420-192406
2025-09-18 04:00:00+00:00,3,STRONG_BEAR,0.9331706959037916,hmm-20260420-192406
2025-09-19 04:00:00+00:00,3,STRONG_BEAR,0.9733182734788035,hmm-20260420-192406
2025-09-22 04:00:00+00:00,3,STRONG_BEAR,0.9985521626683105,hmm-20260420-192406
2025-09-23 04:00:00+00:00,3,STRONG_BEAR,0.9612464347679213,hmm-20260420-192406
2025-09-24 04:00:00+00:00,3,STRONG_BEAR,0.9128693935556494,hmm-20260420-192406
2025-09-25 04:00:00+00:00,3,STRONG_BEAR,0.7711276058220077,hmm-20260420-192406
2025-09-26 04:00:00+00:00,3,STRONG_BEAR,0.5363794615611417,hmm-20260420-192406
2025-09-29 04:00:00+00:00,5,WEAK_BEAR,0.9318778949630515,hmm-20260420-192406
2025-09-30 04:00:00+00:00,5,WEAK_BEAR,0.9992980345806803,hmm-20260420-192406
2025-10-01 04:00:00+00:00,5,WEAK_BEAR,0.9998760658412083,hmm-20260420-192406
2025-10-02 04:00:00+00:00,5,WEAK_BEAR,0.9999862033783672,hmm-20260420-192406
2025-10-03 04:00:00+00:00,5,WEAK_BEAR,0.9999827256297318,hmm-20260420-192406
2025-10-06 04:00:00+00:00,5,WEAK_BEAR,0.9998705374580479,hmm-20260420-192406
2025-10-07 04:00:00+00:00,5,WEAK_BEAR,0.9997802466144307,hmm-20260420-192406
2025-10-08 04:00:00+00:00,5,WEAK_BEAR,0.9987516183894204,hmm-20260420-192406
2025-10-09 04:00:00+00:00,5,WEAK_BEAR,0.9922493664747473,hmm-20260420-192406
2025-10-10 04:00:00+00:00,3,STRONG_BEAR,0.9999999999949534,hmm-20260420-192406
2025-10-13 04:00:00+00:00,3,STRONG_BEAR,0.9999999999998852,hmm-20260420-192406
2025-10-14 04:00:00+00:00,3,STRONG_BEAR,0.9999999998518947,hmm-20260420-192406
2025-10-15 04:00:00+00:00,3,STRONG_BEAR,0.9999989849311176,hmm-20260420-192406
2025-10-16 04:00:00+00:00,3,STRONG_BEAR,0.9999999999478466,hmm-20260420-192406
2025-10-17 04:00:00+00:00,3,STRONG_BEAR,0.9999999139361139,hmm-20260420-192406
2025-10-20 04:00:00+00:00,3,STRONG_BEAR,0.7585259256239733,hmm-20260420-192406
2025-10-21 04:00:00+00:00,5,WEAK_BEAR,0.9978003325458578,hmm-20260420-192406
2025-10-22 04:00:00+00:00,5,WEAK_BEAR,0.9999895441676624,hmm-20260420-192406
2025-10-23 04:00:00+00:00,5,WEAK_BEAR,0.999980125304244,hmm-20260420-192406
